fenobarbital,"Kategoria: Przeciwdrgawkowe: BARBITURANY + bromek potasu
Grupa: barbiturany
Mechanizm: ↑ aktywność GABA przez ↑ dekarboksylazy Glu → wzrost GABA w mózgu
Zastosowanie: przeciwdrgawkowe i nasenne, skuteczny we wszystkich rodzajach napadów; stan padaczkowy (i.v./i.m.)
Przeciwwskazania: zaburzenia funkcji nerek i wątroby, ciąża, inne leki uspokajająco-nasenne
Działania niepożądane: nadmierne działanie uspokajające, uzależnienie, ataksja, nadmierne pragnienie, żarłoczność, wielomocz, martwicowe zapalenie skóry
Dodatkowe: u kotów lek z wyboru; też u psów, świń, koni; indukuje cytochrom P450"
prymidon,"Kategoria: Przeciwdrgawkowe: BARBITURANY + bromek potasu
Grupa: barbiturany
Mechanizm: prekursor fenobarbitalu
Zastosowanie: napady drgawkowe u psów; napady ogniskowe i duże uogólnione jako lek rozpoczynający leczenie
Przeciwwskazania: zaburzenia funkcji nerek i wątroby, ciąża, inne leki uspokajająco-nasenne
Działania niepożądane: jw.; u kotów bardziej toksyczny
Dodatkowe: prekursor fenobarbitalu"
pentobarbital,"Kategoria: Przeciwdrgawkowe: BARBITURANY + bromek potasu
Grupa: barbiturany
Mechanizm: silne tłumienie tworu siatkowatego i kory; skraca fazę REM
Zastosowanie: stan padaczkowy (i.v.), znieczulenie ogólne
Przeciwwskazania: ciąża, choroby wątroby i nerek, choroby płuc
Działania niepożądane: depresja oddechowa, porażenie ośrodka oddechowego i sercowo-naczyniowego, uzależnienie
Dodatkowe: najskuteczniejszy w stanie padaczkowym opornym na inne leki"
bromek potasu,"Kategoria: Przeciwdrgawkowe: BARBITURANY + bromek potasu
Grupa: przeciwpadaczkowy
Mechanizm: Br⁻ konkuruje z Cl⁻ → hiperpolaryzacja błony
Zastosowanie: padaczka; uspokajająco-nasenny
Przeciwwskazania: niewydolność nerek, ciąża, nadwrażliwość
Działania niepożądane: sedacja, niezborność, podrażnienie przewodu pokarmowego, zapalenie trzustki
Dodatkowe: NIE u kotów (zapalenie płuc)"
diazepam,"Kategoria: Przeciwdrgawkowe: BENZODIAZEPINY i agoniści GABA
Mechanizm: benzodiazepina — GABA-A, ↑ częstość otwierania kanałów Cl⁻
Zastosowanie: lek z wyboru w stanach padaczkowych u psów i kotów; tłumienie krótkich napadów u psów i długotrwałych u kotów
Przeciwwskazania: niewydolność oddechowa, niewydolność wątroby, ciąża
Działania niepożądane: senność, spowolnienie, ataksja, osłabienie mięśni, depresja oddechu, uzależnienie"
klonazepam,"Kategoria: Przeciwdrgawkowe: BENZODIAZEPINY i agoniści GABA
Mechanizm: benzodiazepina
Zastosowanie: ciężkie, zagrażające życiu stany padaczkowe u psów; u kotów gdy nie działa fenobarbital; u koni i bydła po fenobarbitalu
Przeciwwskazania: niewydolność oddechowa, niewydolność wątroby, ciąża
Działania niepożądane: senność, ataksja, ślinotok, zaburzenia koncentracji, zmiany nastroju
Dodatkowe: łączony z fenobarbitalem; działa bardzo krótko"
klorazepat,"Kategoria: Przeciwdrgawkowe: BENZODIAZEPINY i agoniści GABA
Mechanizm: benzodiazepina
Zastosowanie: długotrwale utrzymujące się napady drgawkowe u psów (w połączeniu z fenobarbitalem)
Przeciwwskazania: niewydolność oddechowa, niewydolność wątroby, ciąża
Działania niepożądane: senność, osłabienie, ataksja, zaburzenia koordynacji, uzależnienie"
imepitoina,"Kategoria: Przeciwdrgawkowe: BENZODIAZEPINY i agoniści GABA
Mechanizm: agonista GABA-ergiczny (częściowy agonista rec. GABA-A); słabo blokuje kanały wapniowe
Zastosowanie: psy z padaczką idiopatyczną
Przeciwwskazania: zaburzenia wątroby, nerek, układu sercowo-naczyniowego
Działania niepożądane: polifagia, nadmierna aktywność, wielomocz, polidypsja, senność, ślinienie, wymioty, apatia, biegunki, osłabienie wzroku
Dodatkowe: działa jak benzodiazepina, ale słabiej"
lewetyracetam,"Kategoria: Przeciwdrgawkowe: blokery kanałów Na⁺/Ca²⁺ i pozostałe
Grupa: przeciwpadaczkowy
Mechanizm: moduluje SV2A (białko pęcherzyków synaptycznych) → moduluje uwalnianie neuroprzekaźników, stabilizuje nadmierną aktywność neuronów
Zastosowanie: padaczka inna niż idiopatyczna u psów, napady toniczno-kloniczne uogólnione, częściowe
Przeciwwskazania: nadwrażliwość, niewydolność nerek
Działania niepożądane: senność, zawroty głowy, zmiany nastroju, osłabienie"
pregabalina,"Kategoria: Przeciwdrgawkowe: blokery kanałów Na⁺/Ca²⁺ i pozostałe
Grupa: gabapentanoidy
Mechanizm: antagonista zależnych od potencjału kanałów Ca²⁺ → ↓ napływu Ca → ↓ uwalniania Glu, NA (nie działa na GABA-A/B)
Zastosowanie: przeciwdrgawkowe, przeciwbólowe, anksjolityczne
Przeciwwskazania: nadwrażliwość, niewydolność nerek, serca, ciąża
Działania niepożądane: ataksja, podwójne widzenie, zawroty głowy"
